subject_id,q6newyork,q6a1,q6a2,q6a3_1,q6a3_2,q6a3_3,q6a3_4,q6a3_5,q6a3_6,q6a3_7,q6a3_8,q6a4_1,q6a4_2,q6a4_3,q6a4_4,q6a4_5,q6a4_6,q6a4_7,q6a4_8,q6a4_9,q6a4_10,q6a4_11,q6a5,q6a6,q6a7,q6a7x,q6a14,q6a8,q6a9,q6a10,q6a11,q6a12,q6b1,q6b1_other,q6b1_otherx,q6b1_a1,q6b1_a2,q6b1_a3,q6b1_a4,q6b1_a5,q6b1_a6,q6b1_a7,q6b1_a8,q6b1_a9,q6b1_a10,q6b1_a11,q6b1_a12,q6b1_a13,q6b1_a14,q6b1_a15,q6b1a15_other,q6b1a15_otherx,q6b1_b,q6b2,q6b3,q6b4,q6b5_1,q6b5_2,q6b5_3,q6b5_4,q6b5_5,q6b5_6,q6b5_7,q6b5_8,q6b5_9,q6b5_10,q6b5_11,q6b6,q6b7,q6b7x,q6b8,q6b8x,q6b9,q6b9x,q6b10_1,q6b10_1x,q6b10_2,q6b10_2x,q6b11,q6b12,q6b13,q6b14,q6b15,q6b16,q6b16_weeklyx,q6b16_monthlyx,q6b16_yearlyx,q6b16_hourlyx,q6b17_1,q6b17_2,q6b17_3,q6b17_4,q6b17_5,q6b18_1,q6b18_2,q6b18_3,q6b18_4,q6b18_5,q6b18_6,q6b18_7,q6b18_7x,q6b19,q6b19x,q6b20,q6c1,q6c2a,q6c2ax,q6c2b,q6c2bx,q6c2c,q6c2cx,q6c2d,q6c2dx,q6c2e,q6c3_1,q6c3_2,q6c3_3,q6c3_4,q6c3_5,q6c3_6,q6c3_7,q6c3_8,q6c3_9,q6c3_11,q6c3_10,q6c3_10_other,q6c3_10_otherx,q6c4_1,q6c4_2,q6c4_3,q6c4_4,q6c4_5,q6c4_6,q6c4_7,q6c4_8,q6c4_9,q6c4_10,q6c4_11,q6c4_12,q6c4_13,q6c4_13_other,q6c4_13_otherx,q6d1,q6d2_1,q6d2_2,q6d2_3,q6d2_4,q6d2_5,q6d2_6,q6d2_7,q6d2_8,q6d2_9,q6d2_9_other,q6d2_9_otherx,q6e1,q6e1x,q6e2,q6e2x,q6e3_1,q6e3_2,q6e3_3,q6e3_4,q6e3_5,q6e3_6,q6e3_7,q6e3_8,q6e3_9,q6e3_10,q6e3_11,q6weight_p,q6weight_pu
404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,,97,97,97,97,97,97,97,97,,,97,97,97,97,97,97,97,97,97,97,97,,97,,,97,97,97,97,97,97,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,60,1,MEDICAL ASSISTANT,1,MEDICAL,1,February,1,2007,0,4,0,2,1,3,,,52000,,1,1,0,1,0,0,0,0,0,1,0,0,,1,45,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,18080.13225,18078
408,1,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,2,3,0,0,0,3,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,45,1,Help Desk Analyst ,1,Market Data 7 Telecom IT,1,April,1,2013,0,4,0,1,1,3,,,45000,,1,1,1,1,0,0,0,0,0,1,0,0,,1,45,2,1,1,25,1,30,1,3,1,12,0,,,,,,,,,,,,,,1,0,0,0,0,1,0,1,0,0,0,0,0,,,1,0,0,0,0,0,0,1,0,1,1,On the job training in their software,,,,,,,,,,,,,,,,2556.348609,1917
409,1,1,0,0,0,0,0,0,0,,,0,1,0,1,1,0,1,0,0,0,1,,0,,,4,2,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,1,1,50,1,daycare attemdant,1,child care,1,February,1,2009,0,1,1,2,1,4,,,,9,0,0,0,0,1,0,1,0,0,0,0,0,,1,15,5,1,1,15,1,25,1,0,1,5,0,,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,,,1,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,5164.70431,7746
410,0,1,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,2,0,0,0,2,5,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,2,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,60,1,70,4,6,6,6,6,3,6,0,0,5,6,3926.535461,5889
411,1,3,0,0,0,0,0,0,0,,,0,0,0,0,1,1,0,0,0,0,0,,0,,,4,3,0,0,0,2,8,,,,,,,,,,,,,,,,,,,,3,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,younger than actual age ,1,never wants to be old ,6,0,6,6,3,6,6,6,3,3,6,1930.929988,5792
412,1,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,1,0,0,0,0,,0,,,4,2,0,0,0,2,8,,,,,,,,,,,,,,,,,,,,2,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,younger,98,,4,5,3,6,5,4,5,6,0,3,6,3689.503137,5534
413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,,3,0,0,0,0,1,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,4,2,0,0,1,1,6,,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,,,3,97,97,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,97,,1,78,6,0,6,6,6,6,6,6,0,0,0,1251.83738,1878
415,1,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1,0,0,1,,0,,,2,3,0,0,0,3,8,,,,,,,,,,,,,,,,,,,,2,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,98,,98,,3,0,2,4,4,6,4,6,0,0,6,2473.670668,7420
416,1,2,0,0,0,0,0,0,0,,,1,0,0,0,0,1,0,0,0,0,0,,0,,,2,3,0,0,0,3,1,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,1,1,1,1,1,1,0,0,1,1,55,1,Consultant,1,Finance,1,March,1,2014,0,3,0,1,1,3,,,70000,,1,1,1,1,0,0,0,0,0,1,0,0,,1,50,1,1,1,50,1,70,1,20,1,10,1,0,0,0,0,0,0,0,0,0,1,0,,,1,0,0,0,0,1,0,0,1,0,0,0,0,,,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,17828.09788,13369
417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,1,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,2,3,0,0,0,3,7,,,,,,,,,,,,,,,,,,,,2,1,,1,1,1,1,1,1,0,0,0,1,0,0,0,97,,1,Secratary,1,"File papers, information, take phone calls",1,January,1,2014,0,3,0,2,1,1,120,,,,0,0,0,0,1,0,0,0,0,1,0,0,,1,40,2,1,1,3,1,15,1,2,1,6,0,,,,,,,,,,,,,,97,97,97,97,97,97,97,97,97,97,97,97,97,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,7577.366658,7576
420,1,1,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,1,0,0,0,,0,,,2,3,0,0,0,3,8,,,,,,,,,,,,,,,,,,,,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,71,1,90,6,2,3,4,2,3,4,5,2,4,3,6902.607975,10352
421,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,3,0,0,0,3,6,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,2,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,48,1,100,3,0,0,6,6,6,3,6,0,6,6,2301.31383,3452
422,1,2,0,0,0,0,0,0,0,,,0,1,0,0,0,0,1,0,0,0,0,,0,,,2,3,0,0,0,3,9,1,Self-Employed,,,,,,,,,,,,,,,,,,,1,,97,1,1,1,1,0,0,0,1,0,0,0,97,1,60,1,film editor,1,film and advertising,1,August,1,2014,1,97,97,97,97,97,,,,,0,0,0,0,1,0,0,1,0,1,0,0,,1,30,2,1,97,,97,,97,,97,,97,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,0,0,0,1,0,0,1,1,"online tutorials, workshops",,,,,,,,,,,,,,,,9599.642436,9598
423,1,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,3,0,0,0,3,1,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,1,1,36,1,hha,1,health,1,May,1,2013,1,4,1,1,1,4,,,,10,1,1,1,1,0,0,0,0,0,1,0,0,,1,60,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,8948.887026,13422
425,1,2,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,4,2,0,0,0,2,5,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,3,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,60,1,80,2,5,2,3,4,2,4,4,1,4,3,5418.072196,16252
426,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,3,0,0,0,3,1,,,,,,,,,,,,,,,,,,,,,,,1,97,97,97,97,97,97,97,97,97,97,97,1,1,35,1,Teacher,1,Education,1,September,1,1999,1,4,0,1,3,3,,,80000,,1,1,1,1,0,0,1,0,1,1,0,0,,1,20,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,5420.405847,8130
427,1,1,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,3,0,0,0,2,8,,,,,,,,,,,,,,,,,,,,2,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,70,1,110,5,4,4,5,5,5,5,6,0,3,6,7686.714904,7686
428,1,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,3,0,0,0,2,8,,,,,,,,,,,,,,,,,,,,2,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,30,1,100,1,1,1,6,6,6,6,6,1,3,6,5807.125251,17419
430,1,3,0,1,97,97,97,97,97,,,97,97,97,1,1,97,97,1,1,97,1,,1,1,"I was assaulted forced to move to another shelter. I am in need of help  to put my belongings in storage and pay the bill.,plus I was hospitalized.",4,1,1,0,1,1,5,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,1,computer classes,1,48,1,90,4,0,0,2,6,6,6,6,2,0,6,706.7630479,2120
431,1,3,0,0,0,0,0,1,0,,,1,0,0,0,0,0,1,0,0,0,0,,1,1,RENT PAYMENTS,2,2,0,1,0,2,9,1,WORKING PART-TIME & GOING TO SCHOOL FULL-TIME,,,,,,,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,1,0,0,0,0,1,97,,1,PEER COACH,1,NONPROFIT ORGANIZATION,1,July,1,2014,0,3,1,2,1,4,,,,16.15,0,0,0,0,1,0,0,0,0,1,0,0,,1,35,1,1,1,1,1,1,1,1,1,3,0,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,1,0,0,0,0,,,1,1,1,0,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,1270.839971,953
432,1,3,0,1,0,0,1,0,0,,,0,0,1,0,1,0,1,0,0,0,1,,1,1,moving further away from school ,4,1,0,0,1,1,7,,,,,,,,,,,,,,,,,,,,3,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,17828.09788,17826
433,1,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,,0,,,3,1,0,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,1,1,40,1,Cleaning,1,Cleaning ,97,,1,2007,0,4,0,1,1,4,,,,10,0,0,0,0,1,0,1,0,0,0,0,0,,1,5,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,3010.743908,4516
434,1,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,3,2,0,0,0,2,8,,,,,,,,,,,,,,,,,,,,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,5360.731043,16080
435,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,2,3,0,0,0,3,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,1,sales,1,sales ,97,,1,2004,0,4,0,2,3,3,,,150000,,1,1,1,1,0,1,0,0,0,0,0,0,,1,120,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,2883.393208,8649
436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,0,,,3,2,0,0,0,1,6,,,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,,,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,2,1,0,1,0,1,0,0,0,1,0,0,0,,,0,1,0,0,0,0,0,0,0,0,0,0,1,1,Prior boss had opening,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1581.21563,2372
439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,1,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,4,3,0,0,0,3,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,30,1,Professor,1,Education,1,August,1,2008,1,3,0,2,3,3,,,116000,,1,0,1,1,0,0,0,0,0,1,0,0,,1,20,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,999.1362522,2997
444,1,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,2,2,0,0,0,2,5,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,1,0,0,0,0,0,,,1,58,98,,6,5,6,6,6,6,5,6,2,6,6,1217.165985,3651
445,1,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,3,0,0,0,3,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,0,1,1,48,1,core technician,1,hospital,97,,1,2009,0,2,1,1,2,1,800,,,,1,1,1,1,0,1,0,0,0,0,0,0,,1,15,2,1,1,2,97,,1,2,1,5,0,,,,,,,,,,,,,,0,0,0,0,0,1,1,0,0,0,0,0,0,,,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,8736.524733,13103
446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,,97,97,97,97,97,97,97,97,,,97,97,97,97,97,97,97,97,97,97,97,,97,,,97,97,97,97,97,97,8,,,,,,,,,,,,,,,,,,,,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,56,98,,4,4,3,5,3,3,5,3,6,2,4,4849.327969,14546
450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,1,3,0,0,0,0,0,0,1,,,0,0,0,0,1,0,0,1,0,1,0,0,1,1,i had heart surgery,4,2,0,0,0,1,5,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,3,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,1,1,1,1,1,12,0,,,,,,,,,,,,,,0,0,0,0,1,1,0,0,0,0,0,0,0,,,1,0,0,0,0,0,0,0,0,1,1,computer class at a church (govt program?),,,,,,,,,,,,,,,,1286.508774,1930
453,1,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0,,,4,2,0,0,0,2,8,,,,,,,,,,,,,,,,,,,,2,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,70,98,,6,6,6,5,6,6,6,6,3,2,5,14933.3698,22397
454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,1,3,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,,,4,1,0,0,0,2,5,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,100,1,15,1,10,1,52,1,0,0,0,0,1,0,0,0,0,0,1,1,not comfortable with employer,0,0,0,0,0,0,0,0,0,0,1,0,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,6838.265867,10256
457,1,3,0,0,0,0,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0,,,4,2,0,0,0,1,8,,,,,,,,,,,,,,,,,,,,3,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,1,58,1,150,4,4,1,0,2,6,5,6,1,1,6,2388.992453,7166
458,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,,,4,2,0,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,0,0,0,1,1,40,1,adminstration,1,car leasing,1,November,1,2011,0,4,0,1,1,4,,,,12,1,1,0,0,0,0,1,0,0,0,0,0,,1,20,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,677.4257138,2032
459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,,3,0,97,0,0,97,0,0,,,0,0,1,0,1,0,1,0,0,0,0,,0,,,4,2,0,1,0,1,5,,,97,97,97,97,97,97,97,97,97,97,97,97,97,97,97,,,97,97,97,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,97,,97,,97,97,97,97,97,97,97,97,97,97,97,3920.534643,3920
461,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,97,,4,3,0,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,0,1,40,1,NURSE,1,HEALTH,1,May,1,2010,0,4,0,1,1,97,,,,,1,1,1,1,97,0,0,0,0,1,0,0,,1,60,2,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,,,,,,,,,,,,1,YOUNGER,1,50,6,0,3,3,6,6,6,6,0,0,3,3482.808284,5224
